"id","Y","AlsK","AlsI","AlsE","AlsA","AlsB","AlsC","AlsGa","AlsGb","AlsGc","AlsG2a","AlsG2b","AlsG2c","AlsT","AlsR","AlsR2","AlsR3"
"203267.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1120917.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1121019.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223184.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223184.34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223184.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223184.35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223184.33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1236550.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71999.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1029824.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"378753.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1270.29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1270.34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1270.28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"465515.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"596312.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1270.31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1270.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1270.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1125724.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2047.139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2047.138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2047.140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"762948.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2047.141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"563032.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37923.54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43675.152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"553201.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"563033.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43675.28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43675.106","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"680646.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43675.207","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"644283.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"649754.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"553204.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1078764.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"548476.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1035195.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"196164.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"548478.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"548477.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"645127.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1816684.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"161879.12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1121367.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2079482.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
